,cycle,SOC,voltage,temperature,discharge_voltage_rate,capacity
0,2.0,19.100032614969244,3.4251280707825473,35.57849340006683,-0.00017477101575625025,1.846327249719927
1,2.0,69.4331564022125,3.6569498569295704,31.02936938558294,-0.0001927147876966991,1.846327249719927
98,2.0,24.308222179145282,3.4503400883981667,34.97275080114515,-0.0001316945697776695,1.846327249719927
99,2.0,87.33461491163256,3.805353542463265,28.295593126380325,-0.0005537598414078047,1.8463272497199272
100,2.0,63.89102292224644,3.6228735396527414,31.54744865955565,-0.0001794157979020581,1.846327249719927
101,2.0,81.8649082447415,3.7437974258818656,29.817754324068382,-0.00023419546695898732,1.846327249719927
102,2.0,88.46115880805822,3.8006383402188653,28.368164303578077,-0.00027855218121243113,1.846327249719927
103,2.0,38.884910639065616,3.504000903649704,33.65010332521028,-0.0001121313012454482,1.846327249719927
114,2.0,32.030747012989906,3.4780053718754367,34.27117707129289,-0.00011967030450770003,1.8463272497199272
115,2.0,68.3251755965139,3.6497295789221496,31.133573947391376,-0.00018923126038373407,1.846327249719927
116,2.0,38.340160619816764,3.5008066773038733,33.67390830848218,-0.00010210908670414299,1.846327249719927
117,2.0,34.639310470975154,3.488609122806283,33.981375889002024,-9.501682817273326e-05,1.846327249719927
118,2.0,91.48348757065847,3.829222090908808,27.551474775596148,-0.0003064497515278637,1.846327249719927
119,2.0,64.71120490184362,3.6291676302358113,31.468786572520308,-0.00018199241974896856,1.846327249719927
120,2.0,83.24031117239329,3.7544695349470856,29.612249940373612,-0.00024392672871842766,1.846327249719927
121,2.0,65.27950156416911,3.6310880986110137,31.416100816325503,-0.0001825675870487126,1.846327249719927
122,2.0,43.15636210072792,3.5181037441372593,33.29760096896185,-0.00011582170244187047,1.846327249719927
123,2.0,81.31257117046627,3.7403263298061082,29.832792482741592,-0.00023497108477853383,1.846327249719927
124,2.0,51.886538908084745,3.5570655077118714,32.610686123522676,-0.000149564780581904,1.846327249719927
125,2.0,61.94798476231242,3.611338605038032,31.730063291804974,-0.00017520269770701297,1.846327249719927
126,2.0,95.05332882377643,3.868849449937966,26.463430784907437,-0.0003974594277990036,1.846327249719927
127,2.0,5.046833597889894,3.160271714035754,37.74860556093353,-0.0018293437363175265,1.846327249719927
128,2.0,84.88854873900355,3.7682056989129307,29.28877172841903,-0.00026212532179607025,1.846327249719927
129,2.0,12.4481161304566,3.293940402451274,36.51124215213517,-0.00038963818723706227,1.8463272497199272
130,2.0,66.94018518274248,3.6415027653820067,31.26163356002648,-0.00018591727118439676,1.846327249719927
131,2.0,80.4881727212122,3.733587372044448,29.984713372629482,-0.00022710962554660965,1.846327249719927
132,2.0,30.059007940095945,3.472831695843215,34.392764714650234,-0.0001073501760560634,1.846327249719927
133,2.0,12.684653943063017,3.370003793038355,36.42817565160521,-0.00038124197517534926,1.846327249719927
134,2.0,81.58962795221107,3.7414345159832316,29.8756413054379,-0.00023252912834711685,1.846327249719927
135,2.0,41.45744585935294,3.5120103560162095,33.4291987659097,-0.00011133383181791003,1.846327249719927
136,2.0,30.34280297095729,3.4736473034809285,34.37198007230789,-0.00010771408002416738,1.846327249719927
137,2.0,78.56113530271429,3.7191437448248275,30.22756536680481,-0.00021820590926672278,1.846327249719927
138,2.0,58.326253669047574,3.5908351939233905,32.05988435334468,-0.00016596356616036488,1.846327249719927
139,2.0,69.14483762482945,3.6577134568764165,31.064346837027752,-0.00019362762621643483,1.8463272497199272
140,2.0,15.310812487167093,3.3948325517594453,36.07450513600679,-0.00027516959542127996,1.846327249719927
141,2.0,10.636021461593765,3.3441243474109443,36.71982624570468,-0.0005227963319781352,1.846327249719927
142,2.0,54.9716846596704,3.572770297584854,32.35310848186046,-0.000158930713792104,1.846327249719927
143,2.0,96.90110636289485,3.9170066253995244,25.833552816443955,-0.0013164252408323135,1.846327249719927
144,2.0,73.5132744114038,3.7031611983585866,30.103728933277306,-0.0003595624319572024,1.8463272497199272
145,2.0,65.00385003202616,3.6293101538340005,31.439942894242563,-0.00018127064026211243,1.846327249719927
62,2.0,6.813067151967877,3.218066832409609,37.416890617183554,-0.0014182618965114537,1.846327249719927
63,2.0,58.323625022305265,3.591014225556209,32.05912366411493,-0.0001665412230688478,1.846327249719927
64,2.0,59.99960537500267,3.6000995445693866,31.912546161364823,-0.00016683057776725914,1.846327249719927
65,2.0,9.554581451402438,3.255071784764939,36.8892866556521,-0.00045542443522221044,1.846327249719927
66,2.0,7.693483272980733,3.231976139981575,37.27983616621039,-0.0013531609995961356,1.846327249719927
67,2.0,48.23090886631186,3.5395332292052215,32.90568178167648,-0.0001352526759580849,1.846327249719927
68,2.0,53.29130015627754,3.5639975717030445,32.49727855799105,-0.00015336888378145167,1.846327249719927
69,2.0,55.25016096727919,3.5743140466823946,32.33034023871595,-0.00016033969467633304,1.846327249719927
70,2.0,93.1316565021208,3.844881609163353,27.079449443690674,-0.00033026409137368177,1.846327249719927
71,2.0,22.582316434548318,3.4431621146106224,35.154651336518654,-0.00014175922749933557,1.846327249719927
72,2.0,71.92535563118402,3.672995246502821,30.80078625107086,-0.00020023082218849123,1.846327249719927
73,2.0,13.858325595837973,3.387597198918074,36.254197475797504,-0.0002790109905673614,1.846327249719927
74,2.0,24.59856526914341,3.4518968664611798,34.9356604966503,-0.00012561134262143857,1.846327249719927
75,2.0,61.34274692079912,3.6130333006741213,31.75610253536809,-0.00017217221280687068,1.8463272497199277
76,2.0,28.04992675182392,3.4656908761589946,34.580961559237295,-0.00011312483268702988,1.846327249719927
77,2.0,38.06001066329392,3.4998520387032364,33.696282512120646,-0.00010295450005650604,1.846327249719927
78,2.0,1.4940152975085126,2.8352311364828244,38.70894725194787,0.00022920441438195084,1.846327249719927
79,2.0,3.5676152058454873,3.0020359007389117,38.14336393970832,-0.0036135312637178177,1.846327249719927
80,2.0,0.2434678518168953,3.0280347616362553,38.18797927375611,0.006267112521056962,1.846327249719927
81,2.0,77.44411559644684,3.7134171762617,30.188737606448,-0.0002212998929926957,1.846327249719927
82,2.0,14.148790353721655,3.3889920598655365,36.21937727164233,-0.00027978766447165845,1.846327249719927
83,2.0,49.91952627303109,3.5474248365323175,32.770164886272894,-0.000146610749672637,1.846327249719927
84,2.0,46.54195860290392,3.5320446608529545,33.0343581715969,-0.00012968979263166706,1.846327249719927
85,2.0,51.606733901200656,3.555615374362626,32.63222528428307,-0.00014336298086381786,1.846327249719927
86,2.0,3.7983504156377834,3.115311017770433,37.70406817529741,-0.0006265398877200062,1.846327249719927
87,2.0,2.3997809109229595,3.0575872099213317,37.88942967540405,-0.0005030148650336004,1.846327249719927
88,2.0,63.33895240084492,3.6194122504205994,31.599934291463775,-0.00017887740007581238,1.846327249719927
89,2.0,44.85228761936204,3.5249114494299425,33.16399389249799,-0.00012769625926333783,1.846327249719927
90,2.0,27.350834189814737,3.406563286716492,34.96488140219557,-0.0002591567745762622,1.8463272497199272
91,2.0,91.48399229990733,3.8279009378811173,27.57294510401918,-0.0002947937685517517,1.846327249719927
92,2.0,59.71628479814617,3.598937983579473,31.930936905533606,-0.00016988872047589968,1.846327249719927
93,2.0,50.650606458691215,3.562932725322785,32.66395001113383,-0.00014878211398107317,1.8463272497199272
34,2.0,75.24611927653841,3.6956324931992284,30.52063300308177,-0.00021195229135531453,1.846327249719927
35,2.0,20.845111165680173,3.434700757134545,35.36149576341647,-0.0001588884481097669,1.846327249719927
36,2.0,0.0641123210779038,3.1686898282861726,37.381561146795505,0.0013417930262363503,1.846327249719927
37,2.0,18.517407473983017,3.4205573947538084,35.65582583247338,-0.00018469585859059263,1.846327249719927
38,2.0,32.92799134042707,3.482861674891314,34.13095872606179,-0.0001001074679831105,1.846327249719927
39,2.0,8.582096952540363,3.305077843176483,37.043030473140846,-0.0007842741942167909,1.846327249719927
40,2.0,24.31113860907268,3.4508371555419273,34.96589584261294,-0.00013109334773610032,1.846327249719927
41,2.0,47.10398270554749,3.5348321563167056,32.99026148154246,-0.00013390989302494092,1.846327249719927
42,2.0,88.18671485586162,3.797453640655668,28.493884204415387,-0.00026789407297836,1.846327249719927
43,2.0,12.991903587541639,3.297378124125523,36.5063111541653,-0.0004002169372482361,1.8463272497199272
44,2.0,95.54682784714797,3.8947302035199223,26.268400888337766,-0.0010488637993315527,1.846327249719927
45,2.0,98.23644648946131,3.9468260574262892,25.382756461028215,-0.0018428546930583547,1.846327249719927
46,2.0,52.44393274737238,3.5602558119101033,32.56121276266546,-0.0001504724900640017,1.846327249719927
47,2.0,17.354536802107773,3.4145123518761573,35.80075115673582,-0.00019442981541995257,1.846327249719927
48,2.0,34.92490357996037,3.489493399022693,33.959214186921095,-0.00010020706965796494,1.846327249719927
49,2.0,74.96889912720846,3.69382488093452,30.543218746113975,-0.0002082821907952246,1.846327249719927
50,2.0,27.76317981050559,3.464728083541135,34.60313311235362,-0.00011370507046466143,1.846327249719927
51,2.0,89.83520961234439,3.8123939623211407,28.044444040699723,-0.00027537762411463995,1.846327249719927
52,2.0,19.327241806552838,3.3544809851837343,35.77492302605679,-0.00032826544789466943,1.8463272497199277
53,2.0,81.82427731775942,3.7605067323621872,29.113601146452975,-0.0004483419603228323,1.8463272497199277
54,2.0,78.28642217986774,3.7170901778052636,30.266100687040613,-0.00021568553536312633,1.846327249719927
55,2.0,7.109053716893216,3.249403957293726,37.33073990962128,-0.0011710436554793304,1.846327249719927
56,2.0,66.66473900266932,3.639466939572766,31.285825002861362,-0.0001860632385902592,1.846327249719927
57,2.0,31.20883477436642,3.4770566630106527,34.28025280179387,-0.00010043914259752827,1.846327249719927
58,2.0,25.72741928498717,3.4529169801694706,34.87432723622648,-0.00013726287305529608,1.846327249719927
59,2.0,88.46138385663392,3.800014904399519,28.412370382569215,-0.00027228144249930687,1.846327249719927
60,2.0,41.74068515386891,3.512828637545261,33.40596130036484,-0.00011188305208190358,1.846327249719927
61,2.0,12.369356965586242,3.2893808205554946,36.6109229293675,-0.00112686509421928,1.846327249719927
94,2.0,1.0762545674394923,3.006244957864121,37.959841732639305,0.00032949238097994727,1.846327249719927
95,2.0,15.609539407288556,3.4023175084624286,36.0254074506738,-0.0002252809403825519,1.846327249719927
96,2.0,71.64805014552216,3.671007716797244,30.824146283340433,-0.00019673797508854,1.846327249719927
97,2.0,91.75827944700856,3.8311628704999245,27.48436198988565,-0.00030476277484127326,1.846327249719927
104,2.0,79.93991139651261,3.7290496384375778,30.08819761834867,-0.00022310358084405685,1.846327249719927
105,2.0,68.6023283358105,3.651558019605708,31.106727052531898,-0.00019097439710517384,1.846327249719927
106,2.0,74.13810457188937,3.68831104243242,30.615812093927303,-0.0002065876727430861,1.846327249719927
107,2.0,52.72676884144662,3.561447786266505,32.54038977855168,-0.0001529252636412731,1.846327249719927
108,2.0,73.31002265305293,3.6821596918548662,30.67685742164856,-0.00020644590399863477,1.846327249719927
109,2.0,12.102446788466292,3.3688021760196647,36.49600113181833,-0.000368673832402478,1.846327249719927
110,2.0,48.512253110343316,3.54096578808716,32.88156473323083,-0.000138652196161146,1.846327249719927
111,2.0,90.08016553168295,3.830843107790777,27.762342968873526,-0.0006410273664565905,1.846327249719927
112,2.0,45.132158555701736,3.526188666186978,33.14349790052345,-0.0001238034767053834,1.846327249719927
113,2.0,22.86065099513318,3.4431805413206993,35.142550864438235,-0.0001438552138061407,1.846327249719927
2,2.0,6.81591917408304,3.2476596067336727,37.36888843677521,-0.0011859246277321565,1.846327249719927
3,2.0,10.343056914315255,3.3429911025912857,36.75334382416658,-0.0005232995495208901,1.846327249719927
4,2.0,99.4992014582747,3.998222340256325,24.93410607808107,-0.003487387492505155,1.846327249719927
5,2.0,98.07000941215483,3.915800651218833,25.456515570069996,-0.0006241324957595353,1.846327249719927
6,2.0,36.3501765203459,3.4941572829624086,33.83665951291535,-9.945622856893799e-05,1.846327249719927
7,2.0,26.03782140804227,3.4579439770410225,34.783024520193486,-0.00011915193071904763,1.846327249719927
8,2.0,94.78010088366244,3.8640699204651794,26.5585542204012,-0.00037658178996344044,1.846327249719927
9,2.0,41.457103933596116,3.511699752083859,33.43131748526848,-0.00011591499457101048,1.846327249719927
