current,temperature,voltage,relativeTime,cycle,capacity
0.9969130002084253,0.08113271523494192,0.980807308658562,0.0020203301208437416,2,1.846327249719927
0.007099759975613185,0.08401699125434092,0.8610451447968643,0.00724436579065043,2,1.846327249719927
0.007567042558230819,0.0928017504027221,0.8483493804743596,0.012219703214603255,2,1.846327249719927
0.008012505011831594,0.10317503637303616,0.8387156606377426,0.017178021553298974,2,1.846327249719927
0.00876183580180867,0.1131172049477629,0.8307448795368579,0.022161868519880352,2,1.846327249719927
0.00859035449269463,0.1235944572322698,0.8240200006330312,0.027175910637724343,2,1.846327249719927
0.008119181043473311,0.13419032380216533,0.8180548343800582,0.03213834649704678,2,1.846327249719927
0.007721612018235624,0.14453808060926,0.8127946564925888,0.0371436045708871,2,1.846327249719927
0.00953169449473179,0.15515889169780328,0.8079235158409996,0.04211043245221137,2,1.846327249719927
0.008255805808277894,0.16473709471730413,0.8033736189386513,0.04711569052605169,2,1.846327249719927
0.00685602119499884,0.1744751716495636,0.7990743169313264,0.052074008864747404,2,1.846327249719927
0.00720229365499736,0.18513851290676175,0.795105365842822,0.05709216850321812,2,1.846327249719927
0.0079203325548024,0.19471017124630485,0.7913478663312359,0.062080407491801326,2,1.846327249719927
0.007917293663414537,0.20411000466162577,0.7877260661598375,0.06709444960964532,2,1.846327249719927
0.007957120186264821,0.21353929956106987,0.7842374568041939,0.07205688546896775,2,1.846327249719927
0.007845416459371646,0.22316834694779963,0.7809100203063866,0.07706653556480991,2,1.846327249719927
0.006688740756323752,0.2315960590954731,0.7776189074866557,0.08206328409602169,2,1.846327249719927
0.00775323708906539,0.24030724914813328,0.7745630795884006,0.08704713106260306,2,1.846327249719927
0.007143990951130497,0.2498826206346203,0.7715964941375282,0.09203537005118627,2,1.846327249719927
0.008056962508961374,0.25855047703917267,0.7686682040897856,0.09702800106177131,2,1.846327249719927
0.006539487488920082,0.2667869187442562,0.7658273275652181,0.10203325913561165,2,1.846327249719927
0.00843926143280116,0.2753972703836285,0.7628450820043711,0.10703851720945196,2,1.846327249719927
0.007552902741144174,0.2831893937110026,0.760143716972008,0.11202675619803518,2,1.846327249719927
0.008327224932208499,0.2920014011287626,0.7572299191558749,0.11700648564398983,2,1.846327249719927
0.009149841267361292,0.29986094928829754,0.7544928549165879,0.12199884215319977,2,1.846327249719927
0.008611396549991102,0.30756350219363493,0.7517112943891313,0.1270172762930456,2,1.846327249719927
0.008223644545684472,0.31539571689784673,0.7488477556697297,0.13203955345214302,2,1.846327249719927
0.008165157399526723,0.3223429888199345,0.7461090467742555,0.13703218446272808,2,1.846327249719927
0.009056823540045222,0.32934486704373644,0.7432000014317308,0.1420075218866809,2,1.846327249719927
0.008435036854380518,0.33519962852814866,0.7405295234422204,0.14701717198252304,2,1.846327249719927
0.0060348731742351225,0.34222085145132564,0.7378500732751048,0.15200952849173296,2,1.846327249719927
0.008315086351849299,0.34857673700790737,0.7352248122880465,0.15699364995968948,2,1.846327249719927
0.007589705117853063,0.3540415969103987,0.7327319492694515,0.16200741757615836,2,1.846327249719927
0.00841434912499961,0.3589026540864457,0.7301979977937341,0.16700416610737012,2,1.846327249719927
0.008357203151393322,0.3633386302677384,0.7276888066007834,0.17203550181184635,2,1.846327249719927
0.007582858551930305,0.36849779621307066,0.7252053172249477,0.1770149567564259,2,1.846327249719927
0.007371123249527822,0.37252636536189465,0.7228585549409507,0.1820031957450091,2,1.846327249719927
0.008183039313300777,0.376605013174496,0.720525070360335,0.18699994427622085,2,1.846327249719927
0.008237059940605529,0.3799628799265955,0.7182398628601694,0.1920224959366934,2,1.846327249719927
0.008157736705123875,0.3830734743225708,0.715922320911109,0.19701924446790517,2,1.846327249719927
0.008468259566941194,0.38644410440242405,0.7135683445892986,0.20202038502111877,2,1.846327249719927
0.009172587968117152,0.3900160013841574,0.711404609367478,0.20708136687410736,2,1.846327249719927
0.007750484412096359,0.3928998379107447,0.7091644439612728,0.2121039185345799,2,1.846327249719927
0.008123885543796172,0.39534313828317447,0.7069075019367859,0.21711356863042205,2,1.846327249719927
0.009024158096323953,0.3975907122537361,0.7047215263299822,0.22214051231289644,2,1.846327249719927
0.008248370467151878,0.39979259159671554,0.7023489918495749,0.22718859260125462,2,1.846327249719927
0.0074617445243064795,0.40250739846660566,0.7001903654615196,0.23223694739098796,2,1.846327249719927
0.0076790230290439965,0.4044433173940134,0.6979985248680245,0.23724220546482827,2,1.846327249719927
0.009054339780383502,0.4068790414172365,0.69582992998296,0.24225185556067044,2,1.846327249719927
0.008071899756327716,0.40944909215842773,0.693596222023767,0.2473087198930323,2,1.846327249719927
0.009247185332038388,0.4121604655161779,0.6914504074039083,0.2523526826607638,2,1.846327249719927
0.008504975575749807,0.415170979855217,0.6891935575625345,0.25739664542849533,2,1.846327249719927
0.008433657818454954,0.41763238566299643,0.6871627598753614,0.26243209865359823,2,1.846327249719927
0.00713868928526018,0.41961411041640306,0.6850488166461586,0.2674675518787012,2,1.846327249719927
0.008288633118247901,0.42313685517653266,0.6830327942280914,0.2724942210598004,2,1.846327249719927
0.008047410406019195,0.42644190896253686,0.6809535674191933,0.2775296742849034,2,1.846327249719927
0.008323781260584528,0.42884609601902013,0.6789302723827519,0.282569245030633,2,1.846327249719927
0.007518314943013804,0.43175013839184695,0.6769343469331208,0.28761320779836447,2,1.846327249719927
0.008207787916934772,0.43449504817558204,0.6748261262581916,0.2926486610234674,2,1.846327249719927
0.008053339120067116,0.43730083471459014,0.6728913156635772,0.2976797222265685,2,1.846327249719927
0.009232679027290969,0.44036393305559574,0.670983969802321,0.30270666590904294,2,1.846327249719927
0.008239732877579176,0.44359871844090204,0.6690018980416468,0.30776353024140474,2,1.846327249719927
0.009875328760180602,0.4458421937499346,0.6671343900197189,0.31277729785787367,2,1.846327249719927
0.007630000682821159,0.4484029760681718,0.6650278462197046,0.3178127510829766,2,1.846327249719927
0.0076911527257673695,0.4513764628189898,0.6631874237007602,0.32284820430807953,2,1.846327249719927
0.007837413576516017,0.4547811466911693,0.6612933808518384,0.3279091861610681,2,1.846327249719927
0.008652913962726938,0.4571748649598302,0.6594043200645092,0.3329317378215407,2,1.846327249719927
0.008756013924284711,0.46044035771066705,0.6574226637479137,0.337980092611274,2,1.846327249719927
0.009335389967355168,0.46331382436803925,0.6556259767930539,0.34306687759352333,2,1.846327249719927
0.008116805211444533,0.4658792988980194,0.6537422593018067,0.34810644833925297,2,1.846327249719927
0.0072518452138536915,0.46958216958543364,0.6518796883739129,0.35315480312898634,2,1.846327249719927
0.006619606055678351,0.47162193574130695,0.6501092454814683,0.35824598013323755,2,1.846327249719927
0.00871089450068474,0.47512264948637983,0.6481061893982225,0.363289942900969,2,1.846327249719927
0.008012238886564549,0.4776518674737733,0.6463612308965694,0.3683597087979612,2,1.846327249719927
0.008410651548038217,0.4805048669157317,0.6445925050886816,0.3734250826729517,2,1.846327249719927
0.00715768720984844,0.4834132587952584,0.6428016135632035,0.3784904565479421,2,1.846327249719927
0.008487122183242324,0.4860902824294673,0.6410712779798262,0.3835602224449344,2,1.846327249719927
0.007143320316118529,0.4885334919725559,0.6393024971911727,0.3886599089918142,2,1.846327249719927
0.00719397323458526,0.4911538570737859,0.6375306189478811,0.39374230195206167,2,1.846327249719927
0.008212686156154114,0.4943099430526896,0.6357750176829893,0.3988422630003165,2,1.846327249719927
0.007281224772931805,0.49765455352996923,0.6341348539818259,0.40389034328867474,2,1.846327249719927
0.009024725791278998,0.4999166933150623,0.6323254340937263,0.4089771282709241,2,1.846327249719927
0.008312244922292433,0.5022226974455224,0.630727468898469,0.41407269729717716,2,1.846327249719927
0.0065137240857540135,0.5047796039690995,0.6290075231672148,0.4191638743014284,2,1.846327249719927
0.008215248212985693,0.5073139643081899,0.6272514373191787,0.42424626726167586,2,1.846327249719927
0.008114483742096223,0.5103023500947799,0.6255898455603821,0.4293503458305575,2,1.846327249719927
0.008484990814659032,0.5132802388927398,0.6240212790594264,0.4344415228348087,2,1.846327249719927
0.00784072650537615,0.5155523998858973,0.6222554367312398,0.4395370918610617,2,1.846327249719927
0.008033855933805678,0.5179287338812182,0.6207356173810885,0.44467109107983077,2,1.846327249719927
0.007823868091639263,0.52013238618248,0.6191365768226971,0.4497792871693391,2,1.846327249719927
0.009256318367601546,0.522783721389916,0.6176415319804207,0.45490038482347783,2,1.846327249719927
0.006657084020061377,0.5252738883965042,0.6161514064121525,0.4600044633923594,2,1.846327249719927
0.007653699139457681,0.5283376337604624,0.6143937236402761,0.46511705150386956,2,1.846327249719927
0.008223417489175433,0.5305319564809488,0.6129451933460521,0.4702296396153797,2,1.846327249719927
0.00836744685855173,0.532864473870468,0.6114028979598636,0.47535512929152024,2,1.846327249719927
0.007697154029948972,0.5359735387374136,0.6099893265305825,0.4804847364882875,2,1.846327249719927
